sec,stnew,strm,grp,sstrm,bstrm,Bstrm_name
1,1,1,2,1,D001,Kupwara
1,2,1,1,1,D001,Chamba
1,3,1,2,1,D001,Gurdaspur
1,3,1,2,2,D001,Gurdaspur
1,6,1,2,1,D001,Panchkula
1,8,1,1,1,D001,Sri Ganganagar
1,9,1,2,1,D001,Saharanpur
1,9,1,2,2,D001,Saharanpur
1,10,1,2,1,D001,Pashchim Champaran
1,10,1,2,2,D001,Pashchim Champaran
1,10,1,2,3,D001,Pashchim Champaran
1,16,1,2,1,D001,West Tripura
1,16,1,2,2,D001,West Tripura
1,18,1,2,1,D001,Kokrajhar
1,18,1,2,2,D001,Kokrajhar
1,19,1,2,1,D001,Darjeeling
1,20,1,2,1,D001,Garhwa
1,20,1,2,2,D001,Garhwa
1,21,1,2,1,D001,Bargarh
1,21,1,2,2,D001,Bargarh
1,24,1,2,1,D001,Kachchh
1,24,1,2,2,D001,Kachchh
1,28,1,2,1,D001,Srikakulam
1,28,1,2,2,D001,Srikakulam
1,28,1,2,3,D001,Srikakulam
1,29,1,2,1,D001,Belagavi
1,29,1,2,2,D001,Belagavi
1,29,1,2,3,D001,Belagavi
1,30,1,2,1,D001,North Goa
1,32,1,2,1,D001,Kasaragod
1,33,1,2,1,D001,Thiruvallur
1,33,1,2,2,D001,Thiruvallur
1,36,1,2,1,D001,Adilabad
2,1,1,9,1,D001,Kupwara
2,2,1,9,1,D001,Chamba
2,3,1,9,1,D001,Gurdaspur
2,3,1,9,2,D001,Gurdaspur
2,6,1,9,1,D001,Panchkula
2,6,1,9,2,D001,Panchkula
2,7,1,9,1,D001,North West Delhi
2,7,1,9,2,D001,North West Delhi
2,8,1,9,1,D001,Sri Ganganagar
2,9,1,9,1,D001,Saharanpur
2,9,1,9,2,D001,Saharanpur
2,10,1,9,1,D001,Pashchim Champaran
2,16,1,9,1,D001,West Tripura
2,16,1,9,2,D001,West Tripura
2,18,1,9,1,D001,Kokrajhar
2,19,1,9,1,D001,Darjeeling
2,19,1,9,2,D001,Darjeeling
2,20,1,9,1,D001,Garhwa
2,21,1,9,1,D001,Bargarh
2,24,1,9,1,D001,Kachchh
2,24,1,9,2,D001,Kachchh
2,28,1,9,1,D001,Srikakulam
2,29,1,9,1,D001,Belagavi
2,29,1,9,2,D001,Belagavi
2,30,1,9,1,D001,North Goa
2,32,1,9,1,D001,Kasaragod
2,33,1,9,1,D001,Thiruvallur
2,33,1,9,2,D001,Thiruvallur
2,33,1,9,3,D001,Thiruvallur
2,36,1,9,1,D001,Adilabad
2,7,201,9,1,D001,North West Delhi
2,7,201,9,2,D001,North West Delhi
1,9,501,2,1,D001,Saharanpur
1,5,1,1,1,D002,Chamoli
1,22,1,2,1,D002,Surguja
1,23,1,2,1,D002,Morena
1,23,1,2,2,D002,Morena
1,27,1,2,1,D002,Dhule
1,27,1,2,2,D002,Dhule
2,5,1,9,1,D002,Chamoli
2,22,1,9,1,D002,Surguja
2,23,1,9,1,D002,Morena
2,27,1,9,1,D002,Dhule
1,1,2,2,1,D002,Budgam
1,2,2,1,1,D002,Kangra
1,2,2,2,1,D002,Kangra
1,3,2,2,1,D002,Kapurthala
1,6,2,2,1,D002,Ambala
1,8,2,1,1,D002,Hanumangarh
1,8,2,2,1,D002,Hanumangarh
1,9,2,2,1,D002,Muzaffarnagar
1,9,2,2,2,D002,Muzaffarnagar
1,9,2,2,3,D002,Muzaffarnagar
1,10,2,2,1,D002,Purba Champaran
1,10,2,2,2,D002,Purba Champaran
1,10,2,2,3,D002,Purba Champaran
1,10,2,2,4,D002,Purba Champaran
1,18,2,2,1,D002,Dhubri
1,18,2,2,2,D002,Dhubri
1,19,2,2,1,D002,Jalpaiguri
1,19,2,2,2,D002,Jalpaiguri
1,21,2,2,1,D002,Jharsuguda
1,24,2,2,1,D002,Banas Kantha
1,24,2,2,2,D002,Banas Kantha
1,24,2,2,3,D002,Banas Kantha
1,28,2,2,1,D002,Vizianagaram
1,28,2,2,2,D002,Vizianagaram
1,29,2,2,1,D002,Bagalkote
1,29,2,2,2,D002,Bagalkote
1,30,2,2,1,D002,South Goa
1,32,2,2,1,D002,Kannur
2,1,2,9,1,D002,Budgam
2,2,2,9,1,D002,Kangra
2,3,2,9,1,D002,Kapurthala
2,6,2,9,1,D002,Ambala
2,7,2,9,1,D002,North Delhi
2,7,2,9,2,D002,North Delhi
2,8,2,9,1,D002,Hanumangarh
2,9,2,9,1,D002,Muzaffarnagar
2,9,2,9,2,D002,Muzaffarnagar
2,10,2,9,1,D002,Purba Champaran
2,18,2,9,1,D002,Dhubri
2,19,2,9,1,D002,Jalpaiguri
2,21,2,9,1,D002,Jharsuguda
2,24,2,9,1,D002,Banas Kantha
2,28,2,9,1,D002,Vizianagaram
2,29,2,9,1,D002,Bagalkote
2,30,2,9,1,D002,South Goa
2,32,2,9,1,D002,Kannur
2,32,2,9,2,D002,Kannur
2,32,2,9,3,D002,Kannur
2,7,3,9,1,D003,North East Delhi
2,7,202,9,1,D003,North East Delhi
2,7,202,9,2,D003,North East Delhi
2,7,4,9,1,D004,East Delhi
1,15,1,2,1,D003,Aizawl
2,15,1,9,1,D003,Aizawl
2,15,1,9,2,D003,Aizawl
2,15,1,9,3,D003,Aizawl
1,20,2,2,1,D003,Koderma
1,23,2,2,1,D003,Bhind
1,23,2,2,2,D003,Bhind
1,27,2,2,1,D003,Jalgaon
1,27,2,2,2,D003,Jalgaon
1,27,2,2,3,D003,Jalgaon
1,33,2,2,1,D003,Kancheepuram
1,36,2,2,1,D003,Mancherial
2,20,2,9,1,D003,Koderma
2,23,2,9,1,D003,Bhind
2,27,2,9,1,D003,Jalgaon
2,27,2,9,2,D003,Jalgaon
2,33,2,9,1,D003,Kancheepuram
2,33,2,9,2,D003,Kancheepuram
2,36,2,9,1,D003,Mancherial
1,3,3,2,1,D003,Jalandhar
1,6,3,2,1,D003,Yamunanagar
1,8,3,2,1,D003,Bikaner
1,8,3,2,2,D003,Bikaner
1,9,3,2,1,D003,Bijnor
1,9,3,2,2,D003,Bijnor
1,18,3,2,1,D003,Goalpara
1,21,3,1,1,D003,Sambalpur
1,24,3,2,1,D003,Patan
1,24,3,2,2,D003,Patan
1,28,3,2,1,D003,Visakhapatnam
1,29,3,2,1,D003,Bijapur
1,29,3,2,2,D003,Bijapur
2,3,3,9,1,D003,Jalandhar
2,3,3,9,2,D003,Jalandhar
2,6,3,9,1,D003,Yamunanagar
2,7,203,9,1,D004,East Delhi
2,8,3,9,1,D003,Bikaner
2,8,3,9,2,D003,Bikaner
2,9,3,9,1,D003,Bijnor
2,9,3,9,2,D003,Bijnor
2,18,3,9,1,D003,Goalpara
2,21,3,9,1,D003,Sambalpur
2,24,3,9,1,D003,Patan
2,29,3,9,1,D003,Bijapur
2,28,201,9,1,D003,Visakhapatnam
2,28,201,9,2,D003,Visakhapatnam
2,28,201,9,3,D003,Visakhapatnam
2,7,203,9,2,D004,East Delhi
2,7,5,9,1,D006,Central Delhi
1,3,503,2,1,D003,Jalandhar
1,9,503,2,1,D003,Bijnor
1,11,1,2,1,D004,Gangtok
1,12,1,1,1,D004,Papum Pare
2,11,1,9,1,D004,Gangtok
2,12,1,9,1,D004,Papum Pare
1,5,2,1,1,D004,Tehri Garhwal
1,22,2,2,1,D004,Raigarh
1,22,2,2,2,D004,Raigarh
2,5,2,9,1,D004,Tehri Garhwal
2,22,2,9,1,D004,Raigarh
1,2,3,2,1,D004,Kullu
1,10,3,2,1,D004,Sitamarhi
1,10,3,2,2,D004,Sitamarhi
1,10,3,2,3,D004,Sitamarhi
1,19,3,2,1,D004,Uttar Dinajpur
1,19,3,2,2,D004,Uttar Dinajpur
1,19,3,2,3,D004,Uttar Dinajpur
1,20,3,2,1,D004,Giridih
1,20,3,2,2,D004,Giridih
1,20,3,2,3,D004,Giridih
1,23,3,2,1,D004,Gwalior
1,27,3,2,1,D004,Buldhana
1,27,3,2,2,D004,Buldhana
1,27,3,2,3,D004,Buldhana
1,32,3,2,1,D004,Kozhikode
1,33,3,2,1,D004,Vellore
1,36,3,2,1,D004,Nirmal
2,2,3,9,1,D004,Kullu
2,10,3,9,1,D004,Sitamarhi
2,19,3,9,1,D004,Uttar Dinajpur
2,20,3,9,1,D004,Giridih
2,27,3,9,1,D004,Buldhana
2,32,3,9,1,D004,Kozhikode
2,32,3,9,2,D004,Kozhikode
2,32,3,9,3,D004,Kozhikode
2,33,3,9,1,D004,Vellore
2,36,3,9,1,D004,Nirmal
1,3,4,2,1,D004,Hoshiarpur
1,3,4,2,2,D004,Hoshiarpur
1,6,4,2,1,D004,Kurukshetra
1,8,4,2,1,D004,Churu
1,8,4,2,2,D004,Churu
1,9,4,2,1,D004,Moradabad
1,9,4,2,2,D004,Moradabad
1,9,4,2,3,D004,Moradabad
1,18,4,2,1,D004,Barpeta
1,18,4,2,2,D004,Barpeta
1,24,4,2,1,D004,Mahesana
1,24,4,2,2,D004,Mahesana
1,28,4,2,1,D004,East Godavari
1,29,4,2,1,D004,Bidar
1,29,4,2,2,D004,Bidar
2,3,4,9,1,D004,Hoshiarpur
2,6,4,9,1,D004,Kurukshetra
2,7,6,9,1,D007,West Delhi
2,8,4,9,1,D004,Churu
2,9,4,9,1,D004,Moradabad
2,9,4,9,2,D004,Moradabad
2,18,4,9,1,D004,Barpeta
2,24,4,9,1,D004,Mahesana
2,28,4,9,1,D004,East Godavari
2,28,4,9,2,D004,East Godavari
2,29,4,9,1,D004,Bidar
2,23,201,9,1,D004,Gwalior
2,23,201,9,2,D004,Gwalior
2,7,204,9,1,D007,West Delhi
2,7,204,9,2,D007,West Delhi
1,5,3,1,1,D005,Dehradun
1,22,3,2,1,D005,Korba
2,5,3,9,1,D005,Dehradun
2,5,3,9,2,D005,Dehradun
2,22,3,9,1,D005,Korba
1,2,4,1,1,D005,Mandi
1,2,4,2,1,D005,Mandi
1,10,4,2,1,D005,Madhubani
1,10,4,2,2,D005,Madhubani
1,10,4,2,3,D005,Madhubani
1,10,4,2,4,D005,Madhubani
1,20,4,1,1,D005,Deoghar
1,21,4,2,1,D005,Sundargarh
1,21,4,2,2,D005,Sundargarh
1,23,4,2,1,D005,Datia
1,27,4,2,1,D005,Akola
1,27,4,2,2,D005,Akola
1,32,4,2,1,D005,Malappuram
1,32,4,2,2,D005,Malappuram
1,32,4,2,3,D005,Malappuram
1,33,4,2,1,D005,Tiruvannamalai
1,33,4,2,2,D005,Tiruvannamalai
1,36,4,2,1,D005,Nizamabad
1,36,4,2,2,D005,Nizamabad
2,2,4,9,1,D005,Mandi
2,10,4,9,1,D005,Madhubani
2,20,4,9,1,D005,Deoghar
2,21,4,9,1,D005,Sundargarh
2,23,4,9,1,D005,Datia
2,27,4,9,1,D005,Akola
2,32,4,9,1,D005,Malappuram
2,32,4,9,2,D005,Malappuram
2,32,4,9,3,D005,Malappuram
2,33,4,9,1,D005,Tiruvannamalai
2,36,4,9,1,D005,Nizamabad
1,6,5,2,1,D005,Kaithal
1,8,5,2,1,D005,Jhunjhunu
1,8,5,2,2,D005,Jhunjhunu
1,9,5,2,1,D005,Rampur
1,9,5,2,2,D005,Rampur
1,18,5,2,1,D005,Morigaon
1,18,5,2,2,D005,Morigaon
1,28,5,2,1,D005,West Godavari
1,28,5,2,2,D005,West Godavari
1,29,5,2,1,D005,Raichur
1,29,5,2,2,D005,Raichur
2,6,5,9,1,D005,Kaithal
2,8,5,9,1,D005,Jhunjhunu
2,9,5,9,1,D005,Rampur
2,18,5,9,1,D005,Morigaon
2,28,5,9,1,D005,West Godavari
2,29,5,9,1,D005,Raichur
1,20,504,1,1,D005,Deoghar
1,14,1,2,1,D006,Imphal West
1,17,1,1,1,D006,East Khasi Hills
1,17,1,2,1,D006,East Khasi Hills
2,14,1,9,1,D006,Imphal West
2,14,1,9,2,D006,Imphal West
2,17,1,9,1,D006,East Khasi Hills
2,17,1,9,2,D006,East Khasi Hills
1,1,3,2,1,D006,Rajouri
2,1,3,9,1,D006,Rajouri
1,5,4,1,1,D006,Pauri Garhwal
1,19,4,2,1,D006,Malda
1,19,4,2,2,D006,Malda
1,19,4,2,3,D006,Malda
1,22,4,2,1,D006,Janjgir-Champa
2,5,4,9,1,D006,Pauri Garhwal
2,19,4,9,1,D006,Malda
2,22,4,9,1,D006,Janjgir-Champa
1,21,5,1,1,D006,Kendujhar
1,21,5,2,1,D006,Kendujhar
1,23,5,2,1,D006,Shivpuri
1,23,5,2,2,D006,Shivpuri
1,24,5,2,1,D006,Gandhinagar
1,32,5,2,1,D006,Palakkad
1,32,5,2,2,D006,Palakkad
1,32,5,2,3,D006,Palakkad
1,33,5,2,1,D006,Viluppuram
1,33,5,2,2,D006,Viluppuram
1,36,5,2,1,D006,Jagtial
2,7,7,9,1,D008,South West Delhi
2,21,5,9,1,D006,Kendujhar
2,23,5,9,1,D006,Shivpuri
2,24,5,9,1,D006,Gandhinagar
2,32,5,9,1,D006,Palakkad
2,32,5,9,2,D006,Palakkad
2,33,5,9,1,D006,Viluppuram
2,36,5,9,1,D006,Jagtial
1,6,6,2,1,D006,Karnal
1,6,6,2,2,D006,Karnal
1,8,6,2,1,D006,Alwar
1,8,6,2,2,D006,Alwar
1,9,6,2,1,D006,Amroha
1,9,6,2,2,D006,Amroha
1,18,6,2,1,D006,Nagaon
1,18,6,2,2,D006,Nagaon
1,28,6,2,1,D006,Krishna
1,28,6,2,2,D006,Krishna
1,29,6,2,1,D006,Koppal
1,29,6,2,2,D006,Koppal
2,6,6,9,1,D006,Karnal
2,8,6,9,1,D006,Alwar
2,9,6,9,1,D006,Amroha
2,18,6,9,1,D006,Nagaon
2,28,6,9,1,D006,Krishna
2,29,6,9,1,D006,Koppal
1,14,2,2,1,D007,Imphal East
2,14,2,9,1,D007,Imphal East
2,14,2,9,2,D007,Imphal East
1,1,4,2,1,D007,Kathua
2,1,4,9,1,D007,Kathua
1,2,5,1,1,D007,Una
1,3,5,2,1,D007,Ludhiana
1,3,5,2,2,D007,Ludhiana
1,5,5,1,1,D007,Pithoragarh
1,10,5,2,1,D007,Araria
1,10,5,2,2,D007,Araria
1,10,5,2,3,D007,Araria
1,19,5,2,1,D007,Murshidabad
1,19,5,2,2,D007,Murshidabad
1,19,5,2,3,D007,Murshidabad
1,19,5,2,4,D007,Murshidabad
1,20,5,1,1,D007,Sahibganj
1,20,5,2,1,D007,Sahibganj
1,22,5,2,1,D007,Bilaspur
1,22,5,2,2,D007,Bilaspur
1,27,5,2,1,D007,Amravati
1,27,5,2,2,D007,Amravati
2,2,5,9,1,D007,Una
2,3,5,9,1,D007,Ludhiana
2,5,5,9,1,D007,Pithoragarh
2,10,5,9,1,D007,Araria
2,19,5,9,1,D007,Murshidabad
2,19,5,9,2,D007,Murshidabad
2,20,5,9,1,D007,Sahibganj
2,22,5,9,1,D007,Bilaspur
2,22,5,9,2,D007,Bilaspur
2,27,5,9,1,D007,Amravati
2,27,5,9,2,D007,Amravati
1,21,6,1,1,D007,Mayurbhanj
1,21,6,2,1,D007,Mayurbhanj
1,21,6,2,2,D007,Mayurbhanj
1,23,6,2,1,D007,Tikamgarh
1,23,6,2,2,D007,Tikamgarh
1,24,6,2,1,D007,Ahmedabad
1,24,6,2,2,D007,Ahmedabad
1,32,6,2,1,D007,Thrissur
1,33,6,2,1,D007,Salem
1,33,6,2,2,D007,Salem
1,36,6,2,1,D007,Peddapalli
2,7,205,9,1,D008,South West Delhi
2,21,6,9,1,D007,Mayurbhanj
2,23,6,9,1,D007,Tikamgarh
2,32,6,9,1,D007,Thrissur
2,32,6,9,2,D007,Thrissur
2,32,6,9,3,D007,Thrissur
2,33,6,9,1,D007,Salem
2,33,6,9,2,D007,Salem
2,33,6,9,3,D007,Salem
2,36,6,9,1,D007,Peddapalli
1,6,7,2,1,D007,Panipat
1,8,7,2,1,D007,Bharatpur
1,8,7,2,2,D007,Bharatpur
1,9,7,2,1,D007,Meerut
1,9,7,2,2,D007,Meerut
1,18,7,2,1,D007,Sonitpur
1,18,7,2,2,D007,Sonitpur
1,28,7,2,1,D007,Guntur
1,29,7,2,1,D007,Gadag
2,6,7,9,1,D007,Panipat
2,8,7,9,1,D007,Bharatpur
2,9,7,9,1,D007,Meerut
2,18,7,9,1,D007,Sonitpur
2,28,7,9,1,D007,Guntur
2,28,7,9,2,D007,Guntur
2,29,7,9,1,D007,Gadag
2,3,201,9,1,D007,Ludhiana
2,3,201,9,2,D007,Ludhiana
2,9,201,9,1,D007,Meerut
2,9,201,9,2,D007,Meerut
2,24,201,9,1,D007,Ahmedabad
2,24,201,9,2,D007,Ahmedabad
2,24,201,9,3,D007,Ahmedabad
2,24,201,9,4,D007,Ahmedabad
2,24,201,9,5,D007,Ahmedabad
2,24,201,9,6,D007,Ahmedabad
2,24,201,9,7,D007,Ahmedabad
2,24,201,9,8,D007,Ahmedabad
2,7,205,9,2,D008,South West Delhi
2,7,8,9,1,D009,South Delhi
1,1,5,2,1,D008,Baramulla
2,1,5,9,1,D008,Baramulla
1,3,6,2,1,D008,Moga
1,10,6,2,1,D008,Kishanganj
1,10,6,2,2,D008,Kishanganj
1,19,6,2,1,D008,Birbhum
1,19,6,2,2,D008,Birbhum
1,19,6,2,3,D008,Birbhum
1,20,6,1,1,D008,Pakur
1,22,6,2,1,D008,Kabeerdham
2,3,6,9,1,D008,Moga
2,10,6,9,1,D008,Kishanganj
2,19,6,9,1,D008,Birbhum
2,20,6,9,1,D008,Pakur
2,22,6,9,1,D008,Kabeerdham
1,21,7,1,1,D008,Baleshwar
1,21,7,2,1,D008,Baleshwar
1,21,7,2,2,D008,Baleshwar
1,23,7,2,1,D008,Chhatarpur
1,23,7,2,2,D008,Chhatarpur
1,24,7,2,1,D008,Surendranagar
1,24,7,2,2,D008,Surendranagar
1,32,7,2,1,D008,Ernakulam
1,32,7,2,2,D008,Ernakulam
1,33,7,2,1,D008,Namakkal
1,33,7,2,2,D008,Namakkal
2,7,206,9,1,D009,South Delhi
2,21,7,9,1,D008,Baleshwar
2,23,7,9,1,D008,Chhatarpur
2,24,7,9,1,D008,Surendranagar
2,32,7,9,1,D008,Ernakulam
2,32,7,9,2,D008,Ernakulam
2,32,7,9,3,D008,Ernakulam
2,33,7,9,1,D008,Namakkal
1,6,8,2,1,D008,Sonipat
1,6,8,2,2,D008,Sonipat
1,8,8,2,1,D008,Dholpur
1,8,8,2,2,D008,Dholpur
1,9,8,2,1,D008,Baghpat
1,9,8,2,2,D008,Baghpat
1,18,8,2,1,D008,Lakhimpur
1,18,8,2,2,D008,Lakhimpur
1,28,8,2,1,D008,Prakasam
1,28,8,2,2,D008,Prakasam
1,28,8,2,3,D008,Prakasam
1,29,8,2,1,D008,Dharwad
2,6,8,9,1,D008,Sonipat
2,8,8,9,1,D008,Dholpur
2,9,8,9,1,D008,Baghpat
2,18,8,9,1,D008,Lakhimpur
2,28,8,9,1,D008,Prakasam
2,29,8,9,1,D008,Dharwad
2,29,8,9,2,D008,Dharwad
2,7,206,9,2,D009,South Delhi
2,8,201,9,1,D012,Jaipur
1,1,6,2,1,D009,Bandipore
1,2,6,1,1,D009,Solan
1,27,6,2,1,D009,Nagpur
1,27,6,2,2,D009,Nagpur
2,1,6,9,1,D009,Bandipore
2,2,6,9,1,D009,Solan
2,27,6,9,1,D009,Nagpur
1,3,7,2,1,D009,Ferozepur
1,10,7,2,1,D009,Purnia
1,10,7,2,2,D009,Purnia
1,10,7,2,3,D009,Purnia
1,19,7,2,1,D009,Purba Bardhaman
1,19,7,2,2,D009,Purba Bardhaman
1,19,7,2,3,D009,Purba Bardhaman
1,20,7,2,1,D009,Dhanbad
1,20,7,2,2,D009,Dhanbad
1,22,7,2,1,D009,Rajnandgaon
1,36,7,2,1,D009,Bhadradri Kothagudem
2,3,7,9,1,D009,Ferozepur
2,10,7,9,1,D009,Purnia
2,19,7,9,1,D009,Purba Bardhaman
2,20,7,9,1,D009,Dhanbad
2,22,7,9,1,D009,Rajnandgaon
2,36,7,9,1,D009,Bhadradri Kothagudem
1,21,8,2,1,D009,Bhadrak
1,21,8,2,2,D009,Bhadrak
1,23,8,2,1,D009,Panna
1,23,8,2,2,D009,Panna
1,24,8,2,1,D009,Rajkot
1,24,8,2,2,D009,Rajkot
1,33,8,2,1,D009,Erode
1,33,8,2,2,D009,Erode
2,8,201,9,2,D012,Jaipur
2,21,8,9,1,D009,Bhadrak
2,23,8,9,1,D009,Panna
2,24,8,9,1,D009,Rajkot
2,33,8,9,1,D009,Erode
2,33,8,9,2,D009,Erode
1,6,9,2,1,D009,Jind
1,6,9,2,2,D009,Jind
1,8,9,2,1,D009,Karauli
1,8,9,2,2,D009,Karauli
1,9,9,2,1,D009,Ghaziabad
1,28,9,2,1,D009,Sri Potti Sriramulu Nellore
1,28,9,2,2,D009,Sri Potti Sriramulu Nellore
1,29,9,1,1,D009,Uttara Kannada
1,29,9,2,1,D009,Uttara Kannada
2,6,9,9,1,D009,Jind
2,8,9,9,1,D009,Karauli
2,9,9,9,1,D009,Ghaziabad
2,28,9,9,1,D009,Sri Potti Sriramulu Nellore
2,28,9,9,2,D009,Sri Potti Sriramulu Nellore
2,29,9,9,1,D009,Uttara Kannada
2,20,201,9,1,D009,Dhanbad
2,20,201,9,2,D009,Dhanbad
2,27,201,9,1,D009,Nagpur
2,27,201,9,2,D009,Nagpur
2,9,202,9,1,D009,Ghaziabad
2,9,202,9,2,D009,Ghaziabad
2,24,202,9,1,D009,Rajkot
2,24,202,9,2,D009,Rajkot
2,8,201,9,3,D012,Jaipur
2,8,14,9,1,D015,Jodhpur
1,13,1,2,1,D010,Kohima
2,13,1,9,1,D010,Kohima
1,1,7,2,1,D010,Srinagar
1,2,7,1,1,D010,Sirmaur
2,2,7,9,1,D010,Sirmaur
1,3,8,2,1,D010,Sri Muktsar Sahib
1,10,8,2,1,D010,Katihar
1,10,8,2,2,D010,Katihar
1,10,8,2,3,D010,Katihar
1,19,8,2,1,D010,Nadia
1,19,8,2,2,D010,Nadia
1,19,8,2,3,D010,Nadia
1,20,8,2,1,D010,Bokaro
1,20,8,2,2,D010,Bokaro
1,22,8,2,1,D010,Durg
2,3,8,9,1,D010,Sri Muktsar Sahib
2,10,8,9,1,D010,Katihar
2,19,8,9,1,D010,Nadia
2,19,8,9,2,D010,Nadia
2,20,8,9,1,D010,Bokaro
2,20,8,9,2,D010,Bokaro
2,22,8,9,1,D010,Durg
1,18,9,2,1,D010,Tinsukia
1,18,9,2,2,D010,Tinsukia
1,21,9,2,1,D010,Kendrapara
1,21,9,2,2,D010,Kendrapara
1,23,9,2,1,D010,Sagar
1,23,9,2,2,D010,Sagar
1,24,9,2,1,D010,Jamnagar
1,33,9,2,1,D010,The Nilgiris
2,18,9,9,1,D010,Tinsukia
2,21,9,9,1,D010,Kendrapara
2,23,9,9,1,D010,Sagar
2,24,9,9,1,D010,Jamnagar
2,24,9,9,2,D010,Jamnagar
2,33,9,9,1,D010,The Nilgiris
1,8,10,2,1,D010,Sawai Madhopur
1,9,10,2,1,D010,Gautam Buddha Nagar
1,28,10,2,1,D010,Y.S.R. (Cuddapah)
1,28,10,2,2,D010,Y.S.R. (Cuddapah)
1,29,10,2,1,D010,Haveri
1,29,10,2,2,D010,Haveri
2,8,10,9,1,D010,Sawai Madhopur
2,9,10,9,1,D010,Gautam Buddha Nagar
2,9,10,9,2,D010,Gautam Buddha Nagar
2,28,10,9,1,D010,Y.S.R. (Cuddapah)
2,28,10,9,2,D010,Y.S.R. (Cuddapah)
2,29,10,9,1,D010,Haveri
2,1,201,9,1,D010,Srinagar
2,1,201,9,2,D010,Srinagar
2,22,201,9,1,D010,Durg
2,22,201,9,2,D010,Durg
1,5,6,1,1,D011,Nainital
2,5,6,9,1,D011,Nainital
1,1,8,2,1,D011,Ganderbal
1,2,8,1,1,D011,Shimla
1,32,8,2,1,D011,Alappuzha
2,1,8,9,1,D011,Ganderbal
2,2,8,9,1,D011,Shimla
2,32,8,9,1,D011,Alappuzha
2,32,8,9,2,D011,Alappuzha
2,32,8,9,3,D011,Alappuzha
1,3,9,2,1,D011,Faridkot
1,19,9,2,1,D011,North Twenty Four Parganas
1,19,9,2,2,D011,North Twenty Four Parganas
1,19,9,2,3,D011,North Twenty Four Parganas
1,22,9,2,1,D011,Raipur
1,22,9,2,2,D011,Raipur
2,3,9,9,1,D011,Faridkot
2,19,9,9,1,D011,North Twenty Four Parganas
2,19,9,9,2,D011,North Twenty Four Parganas
2,19,9,9,3,D011,North Twenty Four Parganas
2,19,9,9,4,D011,North Twenty Four Parganas
2,19,9,9,5,D011,North Twenty Four Parganas
2,19,9,9,6,D011,North Twenty Four Parganas
2,19,9,9,7,D011,North Twenty Four Parganas
2,19,9,9,8,D011,North Twenty Four Parganas
2,22,9,9,1,D011,Raipur
1,6,10,2,1,D011,Sirsa
1,6,10,2,2,D011,Sirsa
1,18,10,2,1,D011,Dibrugarh
1,18,10,2,2,D011,Dibrugarh
1,21,10,2,1,D011,Jagatsinghapur
1,21,10,2,2,D011,Jagatsinghapur
1,23,10,2,1,D011,Damoh
1,23,10,2,2,D011,Damoh
1,24,10,2,1,D011,Porbandar
1,33,10,2,1,D011,Dindigul
1,33,10,2,2,D011,Dindigul
2,6,10,9,1,D011,Sirsa
2,18,10,9,1,D011,Dibrugarh
